,TREAT,SITE,IV3
14,1.00435657882,-0.660862414149,1.16785232291
181,-0.993930731985,-0.660862414149,-0.854783477312
164,1.00435657882,-0.660862414149,1.16785232291
507,-0.993930731985,1.51054266091,1.16785232291
261,-0.993930731985,-0.660862414149,-0.854783477312
192,-0.993930731985,-0.660862414149,-0.854783477312
54,-0.993930731985,-0.660862414149,1.16785232291
426,1.00435657882,1.51054266091,-0.854783477312
28,-0.993930731985,-0.660862414149,1.16785232291
314,-0.993930731985,-0.660862414149,1.16785232291
84,1.00435657882,-0.660862414149,-0.854783477312
533,-0.993930731985,1.51054266091,-0.854783477312
349,-0.993930731985,-0.660862414149,1.16785232291
179,1.00435657882,-0.660862414149,1.16785232291
155,1.00435657882,-0.660862414149,-0.854783477312
565,1.00435657882,1.51054266091,-0.854783477312
27,-0.993930731985,-0.660862414149,1.16785232291
128,1.00435657882,-0.660862414149,-0.854783477312
562,-0.993930731985,1.51054266091,-0.854783477312
248,-0.993930731985,-0.660862414149,-0.854783477312
143,-0.993930731985,-0.660862414149,1.16785232291
339,1.00435657882,-0.660862414149,-0.854783477312
147,1.00435657882,-0.660862414149,-0.854783477312
68,-0.993930731985,-0.660862414149,-0.854783477312
119,1.00435657882,-0.660862414149,-0.854783477312
572,1.00435657882,1.51054266091,-0.854783477312
259,-0.993930731985,-0.660862414149,1.16785232291
10,1.00435657882,-0.660862414149,1.16785232291
370,-0.993930731985,-0.660862414149,1.16785232291
199,-0.993930731985,-0.660862414149,1.16785232291
393,-0.993930731985,-0.660862414149,-0.854783477312
56,-0.993930731985,-0.660862414149,-0.854783477312
500,-0.993930731985,1.51054266091,-0.854783477312
318,-0.993930731985,-0.660862414149,-0.854783477312
386,1.00435657882,-0.660862414149,1.16785232291
193,-0.993930731985,-0.660862414149,1.16785232291
542,1.00435657882,1.51054266091,-0.854783477312
100,-0.993930731985,-0.660862414149,-0.854783477312
371,-0.993930731985,-0.660862414149,-0.854783477312
389,-0.993930731985,-0.660862414149,1.16785232291
493,-0.993930731985,1.51054266091,-0.854783477312
25,-0.993930731985,-0.660862414149,1.16785232291
425,1.00435657882,1.51054266091,-0.854783477312
485,1.00435657882,1.51054266091,-0.854783477312
417,1.00435657882,1.51054266091,1.16785232291
296,1.00435657882,-0.660862414149,-0.854783477312
551,-0.993930731985,1.51054266091,-0.854783477312
374,-0.993930731985,-0.660862414149,1.16785232291
71,-0.993930731985,-0.660862414149,1.16785232291
489,1.00435657882,1.51054266091,-0.854783477312
515,-0.993930731985,1.51054266091,-0.854783477312
335,1.00435657882,-0.660862414149,-0.854783477312
288,1.00435657882,-0.660862414149,-0.854783477312
513,1.00435657882,1.51054266091,1.16785232291
549,1.00435657882,1.51054266091,-0.854783477312
333,1.00435657882,-0.660862414149,-0.854783477312
305,1.00435657882,-0.660862414149,-0.854783477312
410,1.00435657882,1.51054266091,-0.854783477312
407,1.00435657882,1.51054266091,-0.854783477312
538,-0.993930731985,1.51054266091,-0.854783477312
208,1.00435657882,-0.660862414149,-0.854783477312
566,1.00435657882,1.51054266091,-0.854783477312
330,1.00435657882,-0.660862414149,-0.854783477312
499,-0.993930731985,1.51054266091,1.16785232291
439,1.00435657882,1.51054266091,-0.854783477312
189,-0.993930731985,-0.660862414149,-0.854783477312
121,1.00435657882,-0.660862414149,-0.854783477312
281,-0.993930731985,-0.660862414149,-0.854783477312
238,-0.993930731985,-0.660862414149,1.16785232291
15,1.00435657882,-0.660862414149,1.16785232291
328,1.00435657882,-0.660862414149,1.16785232291
271,1.00435657882,-0.660862414149,-0.854783477312
48,1.00435657882,-0.660862414149,1.16785232291
492,1.00435657882,1.51054266091,-0.854783477312
571,-0.993930731985,1.51054266091,1.16785232291
365,-0.993930731985,-0.660862414149,1.16785232291
9,1.00435657882,-0.660862414149,1.16785232291
200,-0.993930731985,-0.660862414149,-0.854783477312
69,-0.993930731985,-0.660862414149,-0.854783477312
399,-0.993930731985,-0.660862414149,1.16785232291
172,1.00435657882,-0.660862414149,-0.854783477312
404,-0.993930731985,1.51054266091,-0.854783477312
346,-0.993930731985,-0.660862414149,1.16785232291
537,1.00435657882,1.51054266091,-0.854783477312
368,-0.993930731985,-0.660862414149,1.16785232291
525,-0.993930731985,1.51054266091,-0.854783477312
225,1.00435657882,-0.660862414149,1.16785232291
430,-0.993930731985,1.51054266091,-0.854783477312
205,-0.993930731985,-0.660862414149,1.16785232291
104,-0.993930731985,-0.660862414149,-0.854783477312
338,1.00435657882,-0.660862414149,1.16785232291
520,1.00435657882,1.51054266091,1.16785232291
178,1.00435657882,-0.660862414149,-0.854783477312
290,1.00435657882,-0.660862414149,-0.854783477312
29,-0.993930731985,-0.660862414149,-0.854783477312
79,-0.993930731985,-0.660862414149,1.16785232291
255,-0.993930731985,-0.660862414149,-0.854783477312
446,1.00435657882,1.51054266091,1.16785232291
524,-0.993930731985,1.51054266091,-0.854783477312
221,1.00435657882,-0.660862414149,-0.854783477312
124,1.00435657882,-0.660862414149,1.16785232291
442,1.00435657882,1.51054266091,-0.854783477312
201,-0.993930731985,-0.660862414149,1.16785232291
432,-0.993930731985,1.51054266091,-0.854783477312
148,1.00435657882,-0.660862414149,1.16785232291
526,1.00435657882,1.51054266091,-0.854783477312
481,-0.993930731985,1.51054266091,-0.854783477312
70,-0.993930731985,-0.660862414149,1.16785232291
123,1.00435657882,-0.660862414149,1.16785232291
53,-0.993930731985,-0.660862414149,1.16785232291
150,1.00435657882,-0.660862414149,-0.854783477312
72,-0.993930731985,-0.660862414149,1.16785232291
569,-0.993930731985,1.51054266091,-0.854783477312
278,-0.993930731985,-0.660862414149,1.16785232291
498,-0.993930731985,1.51054266091,-0.854783477312
244,-0.993930731985,-0.660862414149,-0.854783477312
369,-0.993930731985,-0.660862414149,-0.854783477312
427,1.00435657882,1.51054266091,-0.854783477312
138,-0.993930731985,-0.660862414149,1.16785232291
163,1.00435657882,-0.660862414149,-0.854783477312
344,-0.993930731985,-0.660862414149,1.16785232291
496,-0.993930731985,1.51054266091,-0.854783477312
317,-0.993930731985,-0.660862414149,1.16785232291
35,1.00435657882,-0.660862414149,1.16785232291
570,-0.993930731985,1.51054266091,-0.854783477312
378,1.00435657882,-0.660862414149,-0.854783477312
257,-0.993930731985,-0.660862414149,1.16785232291
211,1.00435657882,-0.660862414149,-0.854783477312
170,1.00435657882,-0.660862414149,1.16785232291
285,1.00435657882,-0.660862414149,-0.854783477312
568,-0.993930731985,1.51054266091,-0.854783477312
111,-0.993930731985,-0.660862414149,1.16785232291
544,-0.993930731985,1.51054266091,-0.854783477312
506,-0.993930731985,1.51054266091,-0.854783477312
45,1.00435657882,-0.660862414149,1.16785232291
12,1.00435657882,-0.660862414149,1.16785232291
461,-0.993930731985,1.51054266091,-0.854783477312
300,1.00435657882,-0.660862414149,-0.854783477312
422,-0.993930731985,1.51054266091,1.16785232291
264,-0.993930731985,-0.660862414149,-0.854783477312
312,-0.993930731985,-0.660862414149,1.16785232291
180,-0.993930731985,-0.660862414149,-0.854783477312
429,-0.993930731985,1.51054266091,-0.854783477312
115,1.00435657882,-0.660862414149,1.16785232291
313,-0.993930731985,-0.660862414149,1.16785232291
337,1.00435657882,-0.660862414149,-0.854783477312
3,-0.993930731985,-0.660862414149,1.16785232291
467,1.00435657882,1.51054266091,-0.854783477312
301,1.00435657882,-0.660862414149,-0.854783477312
262,-0.993930731985,-0.660862414149,-0.854783477312
450,-0.993930731985,1.51054266091,1.16785232291
396,-0.993930731985,-0.660862414149,1.16785232291
360,1.00435657882,-0.660862414149,1.16785232291
195,-0.993930731985,-0.660862414149,-0.854783477312
73,-0.993930731985,-0.660862414149,1.16785232291
96,1.00435657882,-0.660862414149,-0.854783477312
387,-0.993930731985,-0.660862414149,-0.854783477312
343,-0.993930731985,-0.660862414149,-0.854783477312
558,-0.993930731985,1.51054266091,1.16785232291
340,-0.993930731985,-0.660862414149,1.16785232291
212,1.00435657882,-0.660862414149,-0.854783477312
144,-0.993930731985,-0.660862414149,1.16785232291
7,1.00435657882,-0.660862414149,1.16785232291
535,1.00435657882,1.51054266091,1.16785232291
268,1.00435657882,-0.660862414149,1.16785232291
380,1.00435657882,-0.660862414149,-0.854783477312
510,-0.993930731985,1.51054266091,-0.854783477312
146,1.00435657882,-0.660862414149,1.16785232291
99,-0.993930731985,-0.660862414149,-0.854783477312
547,-0.993930731985,1.51054266091,-0.854783477312
472,1.00435657882,1.51054266091,-0.854783477312
556,-0.993930731985,1.51054266091,1.16785232291
204,-0.993930731985,-0.660862414149,-0.854783477312
415,1.00435657882,1.51054266091,1.16785232291
280,-0.993930731985,-0.660862414149,1.16785232291
258,-0.993930731985,-0.660862414149,-0.854783477312
142,-0.993930731985,-0.660862414149,1.16785232291
132,1.00435657882,-0.660862414149,1.16785232291
240,-0.993930731985,-0.660862414149,-0.854783477312
465,-0.993930731985,1.51054266091,-0.854783477312
356,1.00435657882,-0.660862414149,-0.854783477312
64,-0.993930731985,-0.660862414149,1.16785232291
497,-0.993930731985,1.51054266091,-0.854783477312
398,-0.993930731985,-0.660862414149,1.16785232291
286,1.00435657882,-0.660862414149,-0.854783477312
503,1.00435657882,1.51054266091,-0.854783477312
539,1.00435657882,1.51054266091,-0.854783477312
383,1.00435657882,-0.660862414149,1.16785232291
451,-0.993930731985,1.51054266091,-0.854783477312
171,1.00435657882,-0.660862414149,1.16785232291
198,-0.993930731985,-0.660862414149,1.16785232291
476,1.00435657882,1.51054266091,1.16785232291
30,-0.993930731985,-0.660862414149,1.16785232291
391,-0.993930731985,-0.660862414149,1.16785232291
156,1.00435657882,-0.660862414149,-0.854783477312
434,-0.993930731985,1.51054266091,-0.854783477312
491,-0.993930731985,1.51054266091,-0.854783477312
229,1.00435657882,-0.660862414149,-0.854783477312
190,-0.993930731985,-0.660862414149,-0.854783477312
13,1.00435657882,-0.660862414149,1.16785232291
293,1.00435657882,-0.660862414149,1.16785232291
219,1.00435657882,-0.660862414149,1.16785232291
175,1.00435657882,-0.660862414149,-0.854783477312
76,-0.993930731985,-0.660862414149,-0.854783477312
152,1.00435657882,-0.660862414149,-0.854783477312
307,1.00435657882,-0.660862414149,-0.854783477312
95,-0.993930731985,-0.660862414149,-0.854783477312
159,1.00435657882,-0.660862414149,-0.854783477312
41,1.00435657882,-0.660862414149,1.16785232291
385,1.00435657882,-0.660862414149,1.16785232291
341,-0.993930731985,-0.660862414149,1.16785232291
33,-0.993930731985,-0.660862414149,-0.854783477312
105,-0.993930731985,-0.660862414149,1.16785232291
304,1.00435657882,-0.660862414149,1.16785232291
237,1.00435657882,-0.660862414149,-0.854783477312
167,1.00435657882,-0.660862414149,-0.854783477312
332,1.00435657882,-0.660862414149,-0.854783477312
23,-0.993930731985,-0.660862414149,1.16785232291
61,-0.993930731985,-0.660862414149,1.16785232291
350,-0.993930731985,-0.660862414149,-0.854783477312
521,-0.993930731985,1.51054266091,-0.854783477312
75,-0.993930731985,-0.660862414149,-0.854783477312
160,1.00435657882,-0.660862414149,-0.854783477312
110,-0.993930731985,-0.660862414149,-0.854783477312
354,1.00435657882,-0.660862414149,1.16785232291
423,-0.993930731985,1.51054266091,1.16785232291
523,1.00435657882,1.51054266091,1.16785232291
50,1.00435657882,-0.660862414149,-0.854783477312
272,1.00435657882,-0.660862414149,1.16785232291
1,1.00435657882,-0.660862414149,-0.854783477312
184,-0.993930731985,-0.660862414149,-0.854783477312
488,1.00435657882,1.51054266091,1.16785232291
342,-0.993930731985,-0.660862414149,1.16785232291
267,1.00435657882,-0.660862414149,-0.854783477312
309,1.00435657882,-0.660862414149,-0.854783477312
183,-0.993930731985,-0.660862414149,1.16785232291
107,-0.993930731985,-0.660862414149,-0.854783477312
102,-0.993930731985,-0.660862414149,1.16785232291
43,1.00435657882,-0.660862414149,1.16785232291
473,-0.993930731985,1.51054266091,-0.854783477312
517,1.00435657882,1.51054266091,1.16785232291
151,1.00435657882,-0.660862414149,-0.854783477312
303,1.00435657882,-0.660862414149,-0.854783477312
334,1.00435657882,-0.660862414149,-0.854783477312
366,-0.993930731985,-0.660862414149,-0.854783477312
18,1.00435657882,-0.660862414149,-0.854783477312
270,1.00435657882,-0.660862414149,1.16785232291
381,1.00435657882,-0.660862414149,1.16785232291
490,-0.993930731985,1.51054266091,-0.854783477312
58,-0.993930731985,-0.660862414149,1.16785232291
462,-0.993930731985,1.51054266091,-0.854783477312
379,1.00435657882,-0.660862414149,-0.854783477312
136,-0.993930731985,-0.660862414149,-0.854783477312
